PropertyID,ParcelID,LandUse,PropertyAddress,PropertyCity,Acreage,TaxDistrict,LandValue,BuildingValue,TotalValue,YearBuilt,Bedrooms,FullBath,HalfBath,OwnerID
47758,133 12 0 301.00,SINGLE FAMILY,453 JESSIE  DR, NASHVILLE,0.33,URBAN SERVICES DISTRICT,21500.0,99000.0,120500.0,1979,3,2,0,38753
32058,133 12 0 313.00,SINGLE FAMILY,621  KAY CT, NASHVILLE,0.32,URBAN SERVICES DISTRICT,21500.0,123100.0,144600.0,1980,3,2,0,38754
35751,133 12 0 318.00,DUPLEX,213  BREVARD CT, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,98100.0,119600.0,1981,4,2,0,38755
47759,133 12 0 320.00,SINGLE FAMILY,205 BREVARD  CT, NASHVILLE,0.34,URBAN SERVICES DISTRICT,21500.0,81700.0,103200.0,1980,3,1,0,38756
20541,133 12 0 327.00,SINGLE FAMILY,108  KEVIN CT, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,144000.0,167300.0,1978,3,1,1,38757
24398,133 12 0 327.00,SINGLE FAMILY,108  KEVIN CT, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,144000.0,167300.0,1978,3,1,1,38757
17582,133 12 0 334.00,SINGLE FAMILY,3804  SCOTWOOD DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,21500.0,108300.0,129800.0,1979,3,2,0,38759
24399,133 13 0 002.00,SINGLE FAMILY,611  ELYSIAN FIELDS RD, NASHVILLE,0.28,URBAN SERVICES DISTRICT,35500.0,127500.0,163000.0,1962,3,1,1,38760
22055,133 13 0 010.00,SINGLE FAMILY,602  DUNSTON DR, NASHVILLE,0.29,URBAN SERVICES DISTRICT,35500.0,172000.0,207500.0,1962,3,2,0,38761
19039,133 13 0 020.00,SINGLE FAMILY,609  DUNSTON DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,35500.0,187100.0,228200.0,1962,3,1,2,38762
33883,133 13 0 020.00,SINGLE FAMILY,609  DUNSTON DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,35500.0,187100.0,228200.0,1962,3,1,2,38762
14979,133 13 0 024.00,SINGLE FAMILY,4709  LANGSTON DR, NASHVILLE,0.28,URBAN SERVICES DISTRICT,35500.0,193600.0,229100.0,1962,3,2,1,38764
17583,133 13 0 025.00,SINGLE FAMILY,4711  LANGSTON DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,35500.0,158000.0,193500.0,1962,3,2,1,38765
51440,133 13 0 025.00,SINGLE FAMILY,4711 LANGSTON  DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,35500.0,158000.0,193500.0,1962,3,2,1,38765
32059,133 13 0 031.00,SINGLE FAMILY,608  ELAINE DR, NASHVILLE,0.3,URBAN SERVICES DISTRICT,35500.0,197200.0,232700.0,1962,3,1,1,38767
41287,133 13 0 037.00,SINGLE FAMILY,4712  LANGSTON DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,35500.0,152200.0,191700.0,1962,3,1,1,38768
53812,133 13 0 037.00,SINGLE FAMILY,4712 LANGSTON  DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,35500.0,152200.0,191700.0,1962,3,1,1,38768
5142,133 13 0 043.00,SINGLE FAMILY,565  ELYSIAN FIELDS RD, NASHVILLE,0.35,URBAN SERVICES DISTRICT,35500.0,154700.0,190200.0,1962,3,1,1,38770
16070,133 13 0 043.00,SINGLE FAMILY,565  ELYSIAN FIELDS RD, NASHVILLE,0.35,URBAN SERVICES DISTRICT,35500.0,154700.0,190200.0,1962,3,1,1,38770
53813,133 13 0 046.00,SINGLE FAMILY,557 ELYSIAN FIELDS  RD, NASHVILLE,0.32,URBAN SERVICES DISTRICT,35500.0,135100.0,170600.0,1962,3,1,1,38772
3784,133 13 0 052.00,SINGLE FAMILY,4719  VICAR DR, NASHVILLE,0.33,URBAN SERVICES DISTRICT,35500.0,123600.0,159100.0,1958,2,1,0,38773
32060,133 13 0 058.00,SINGLE FAMILY,547  ELYSIAN FIELDS RD, NASHVILLE,0.36,URBAN SERVICES DISTRICT,35500.0,182400.0,217900.0,1956,3,1,1,38774
47760,133 13 0 058.00,SINGLE FAMILY,547 ELYSIAN FIELDS  RD, NASHVILLE,0.36,URBAN SERVICES DISTRICT,35500.0,182400.0,217900.0,1956,3,1,1,38774
52498,133 13 0 062.00,SINGLE FAMILY,4705 DANBY  DR, NASHVILLE,0.44,URBAN SERVICES DISTRICT,35500.0,131900.0,167400.0,1956,3,2,0,38776
2552,133 13 0 063.00,SINGLE FAMILY,4709  DANBY DR, NASHVILLE,0.55,URBAN SERVICES DISTRICT,35500.0,135900.0,171400.0,1955,3,2,0,38777
55366,133 13 0 068.00,SINGLE FAMILY,4704 VICAR  DR, NASHVILLE,0.37,URBAN SERVICES DISTRICT,35500.0,135200.0,175800.0,1955,3,1,1,38778
1494,133 13 0 071.00,SINGLE FAMILY,537  INWOOD DR, NASHVILLE,0.39,URBAN SERVICES DISTRICT,35500.0,158500.0,194000.0,1955,2,1,0,38779
19040,133 13 0 071.00,SINGLE FAMILY,537  INWOOD DR, NASHVILLE,0.39,URBAN SERVICES DISTRICT,35500.0,158500.0,194000.0,1955,2,1,0,38779
41288,133 13 0 082.00,SINGLE FAMILY,4712  VICAR DR, NASHVILLE,0.43,URBAN SERVICES DISTRICT,35500.0,147200.0,182700.0,1955,3,1,1,38781
2553,133 13 0 086.00,SINGLE FAMILY,527  ELYSIAN FIELDS RD, NASHVILLE,0.35,URBAN SERVICES DISTRICT,35500.0,148200.0,193100.0,1956,3,1,1,38782
30170,133 13 0 086.00,SINGLE FAMILY,527  ELYSIAN FIELDS RD, NASHVILLE,0.35,URBAN SERVICES DISTRICT,35500.0,148200.0,193100.0,1956,3,1,1,38782
32061,133 13 0 090.00,SINGLE FAMILY,519  ELYSIAN FIELDS RD, NASHVILLE,0.35,URBAN SERVICES DISTRICT,35500.0,152900.0,208100.0,1955,2,1,0,38784
6344,133 13 0 098.00,SINGLE FAMILY,518  INWOOD DR, NASHVILLE,0.29,URBAN SERVICES DISTRICT,35500.0,130000.0,165500.0,1955,3,2,0,38785
23322,133 13 0 099.00,SINGLE FAMILY,520  INWOOD DR, NASHVILLE,0.29,URBAN SERVICES DISTRICT,35500.0,108100.0,143600.0,1955,2,1,0,38786
5143,133 13 0 100.00,SINGLE FAMILY,522  INWOOD DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,35500.0,147600.0,183100.0,1955,2,1,0,38787
46095,133 13 0 100.00,SINGLE FAMILY,522  INWOOD DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,35500.0,147600.0,183100.0,1955,2,1,0,38787
41289,133 13 0 104.00,SINGLE FAMILY,4704  DANBY DR, NASHVILLE,0.56,URBAN SERVICES DISTRICT,35500.0,168100.0,212000.0,1955,3,2,0,38789
30171,133 13 0 105.00,SINGLE FAMILY,527  INWOOD DR, NASHVILLE,0.59,URBAN SERVICES DISTRICT,35500.0,150700.0,186200.0,1955,3,1,1,38790
38863,133 13 0 108.00,SINGLE FAMILY,521  INWOOD DR, NASHVILLE,0.45,URBAN SERVICES DISTRICT,35500.0,161800.0,197300.0,1955,2,2,0,38791
26908,133 13 0 111.00,SINGLE FAMILY,515  INWOOD DR, NASHVILLE,0.33,URBAN SERVICES DISTRICT,35500.0,117400.0,152900.0,1955,3,1,1,38792
49554,133 13 0 111.00,SINGLE FAMILY,515 INWOOD  DR, NASHVILLE,0.33,URBAN SERVICES DISTRICT,35500.0,117400.0,152900.0,1955,3,1,1,38792
5144,133 13 0 115.00,SINGLE FAMILY,510  ELAINE DR, NASHVILLE,0.42,URBAN SERVICES DISTRICT,35500.0,174500.0,210000.0,1955,3,2,0,38794
11369,133 13 0 115.00,SINGLE FAMILY,510  ELAINE DR, NASHVILLE,0.42,URBAN SERVICES DISTRICT,35500.0,174500.0,210000.0,1955,3,2,0,38794
3785,133 13 0 118.00,SINGLE FAMILY,516  ELAINE DR, NASHVILLE,0.39,URBAN SERVICES DISTRICT,35500.0,148700.0,184200.0,1956,3,1,1,38796
5145,133 13 0 119.00,SINGLE FAMILY,518  ELAINE DR, NASHVILLE,0.35,URBAN SERVICES DISTRICT,35500.0,122900.0,158400.0,1955,3,1,1,38797
8351,133 13 0 120.00,SINGLE FAMILY,520  ELAINE DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,35500.0,116600.0,157200.0,1955,3,1,1,38798
28783,133 13 0 124.00,SINGLE FAMILY,4716  DANBY DR, NASHVILLE,0.49,URBAN SERVICES DISTRICT,35500.0,126500.0,173300.0,1955,3,2,0,38799
13833,133 13 0 135.00,SINGLE FAMILY,571  ELAINE DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,35500.0,153000.0,188500.0,1962,4,2,1,38802
6345,133 13 0 139.00,SINGLE FAMILY,561  ELAINE DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,35500.0,97200.0,132800.0,1955,3,1,0,38803
1495,133 13 0 148.00,SINGLE FAMILY,539  ELAINE DR, NASHVILLE,0.53,URBAN SERVICES DISTRICT,35500.0,171900.0,207400.0,1957,3,2,0,38804
32062,133 14 0 006.00,SINGLE FAMILY,4705  ABBAY DR, NASHVILLE,0.41,URBAN SERVICES DISTRICT,35500.0,146800.0,182300.0,1958,3,1,1,38805
46096,133 14 0 008.00,SINGLE FAMILY,504  INWOOD DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,35500.0,128000.0,163500.0,1955,3,2,0,38806
24400,133 14 0 011.00,SINGLE FAMILY,509  INWOOD DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,35500.0,131700.0,177900.0,1955,3,2,0,38807
38864,133 14 0 020.00,SINGLE FAMILY,506  ELAINE DR, NASHVILLE,0.36,URBAN SERVICES DISTRICT,35500.0,207700.0,243200.0,1955,3,1,1,38808
8352,133 14 0 023.00,SINGLE FAMILY,4714  ABBAY DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,35500.0,113100.0,148600.0,1955,3,1,1,38809
20542,133 14 0 025.00,SINGLE FAMILY,4710  ABBAY DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,35500.0,187700.0,223200.0,1955,2,2,0,38810
27506,133 14 0 025.00,SINGLE FAMILY,4710  ABBAY DR, NASHVILLE,0.32,URBAN SERVICES DISTRICT,35500.0,187700.0,223200.0,1955,2,2,0,38810
3786,133 14 0 030.00,SINGLE FAMILY,503  ELYSIAN FIELDS RD, NASHVILLE,0.39,URBAN SERVICES DISTRICT,35500.0,148800.0,184300.0,1956,3,2,0,38812
23323,133 14 0 030.00,SINGLE FAMILY,503  ELYSIAN FIELDS RD, NASHVILLE,0.39,URBAN SERVICES DISTRICT,35500.0,148800.0,184300.0,1956,3,2,0,38812
44553,133 14 0 031.00,SINGLE FAMILY,501  ELYSIAN FIELDS RD, NASHVILLE,0.36,URBAN SERVICES DISTRICT,35500.0,158000.0,229300.0,1952,3,2,1,38814
30172,133 14 0 036.00,SINGLE FAMILY,477  ELYSIAN FIELDS RD, NASHVILLE,0.68,URBAN SERVICES DISTRICT,35500.0,126300.0,161800.0,1957,4,2,0,38815
23324,133 14 0 044.00,SINGLE FAMILY,4837  LYNN DR, NASHVILLE,0.61,URBAN SERVICES DISTRICT,35500.0,157000.0,192500.0,1957,3,3,0,38816
28784,133 14 0 048.00,SINGLE FAMILY,4849  LYNN DR, NASHVILLE,0.45,URBAN SERVICES DISTRICT,35500.0,159900.0,195400.0,1956,3,2,0,38817
2554,133 14 0 053.00,SINGLE FAMILY,4856  LYNN DR, NASHVILLE,0.45,URBAN SERVICES DISTRICT,35500.0,133000.0,168500.0,1955,3,1,1,38818
22056,133 14 0 053.00,SINGLE FAMILY,4856  LYNN DR, NASHVILLE,0.45,URBAN SERVICES DISTRICT,35500.0,133000.0,168500.0,1955,3,1,1,38818
41290,133 14 0 056.00,SINGLE FAMILY,4850  LYNN DR, NASHVILLE,0.59,URBAN SERVICES DISTRICT,35500.0,155100.0,190600.0,1962,3,2,0,38820
30173,133 14 0 057.00,SINGLE FAMILY,4840  LYNN DR, NASHVILLE,0.59,URBAN SERVICES DISTRICT,35500.0,189100.0,224600.0,1957,3,2,0,38821
38865,133 14 0 059.00,SINGLE FAMILY,4832  LYNN DR, NASHVILLE,0.68,URBAN SERVICES DISTRICT,35500.0,110600.0,146100.0,1957,2,1,1,38822
41291,133 14 0 062.00,SINGLE FAMILY,4829  CORNING DR, NASHVILLE,0.41,URBAN SERVICES DISTRICT,35500.0,119800.0,157000.0,1957,3,1,1,38823
33884,133 14 0 067.00,SINGLE FAMILY,406  BELLINGRATH DR, NASHVILLE,0.43,URBAN SERVICES DISTRICT,35500.0,134000.0,169500.0,1960,3,1,0,38824
53814,133 14 0 069.00,SINGLE FAMILY,4809 LYNN  DR, NASHVILLE,0.6,URBAN SERVICES DISTRICT,35500.0,139000.0,174500.0,1956,3,2,0,38825
13834,133 14 0 070.00,SINGLE FAMILY,4805  LYNN DR, NASHVILLE,0.68,URBAN SERVICES DISTRICT,35500.0,141000.0,176500.0,1956,3,2,0,38826
13,133 14 0 084.00,VACANT RES LAND,4832  CORNING DR, NASHVILLE,0.41,URBAN SERVICES DISTRICT,35500.0,201300.0,236800.0,2013,4,2,1,38828
47761,133 14 0 093.00,SINGLE FAMILY,4804 LYNN  DR, NASHVILLE,0.42,URBAN SERVICES DISTRICT,35500.0,152800.0,188300.0,1988,3,2,0,38829
41292,133 14 0 094.00,SINGLE FAMILY,4808  LYNN DR, NASHVILLE,0.49,URBAN SERVICES DISTRICT,35500.0,153000.0,188500.0,1988,3,2,0,38830
20543,133 14 0 095.00,ZERO LOT LINE,4845  LYNN DR, NASHVILLE,0.43,URBAN SERVICES DISTRICT,26500.0,103300.0,129800.0,1987,2,2,0,38831
12766,133 15 0 005.00,SINGLE FAMILY,317  VERBENA DR, NASHVILLE,0.62,URBAN SERVICES DISTRICT,21500.0,84100.0,105600.0,1958,2,1,0,38852
10239,133 15 0 033.00,SINGLE FAMILY,3850  SAM BONEY DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,56400.0,77900.0,1961,2,1,0,38855
52499,133 15 0 038.00,SINGLE FAMILY,340 ELYSIAN FIELDS  RD, NASHVILLE,0.22,URBAN SERVICES DISTRICT,21500.0,60100.0,81600.0,1964,2,1,0,38856
55367,133 15 0 044.00,SINGLE FAMILY,337 ELYSIAN FIELDS  RD, NASHVILLE,0.22,URBAN SERVICES DISTRICT,21500.0,83500.0,105000.0,1964,3,2,0,38857
33885,133 15 0 049.00,SINGLE FAMILY,347  ELYSIAN FIELDS RD, NASHVILLE,0.22,URBAN SERVICES DISTRICT,21500.0,92800.0,114300.0,1962,3,1,0,38858
20544,133 15 0 062.00,SINGLE FAMILY,236  WELCH RD, NASHVILLE,0.29,URBAN SERVICES DISTRICT,21500.0,70900.0,92400.0,1966,3,1,0,38859
3787,133 15 0 072.00,SINGLE FAMILY,353  FOXGLOVE DR, NASHVILLE,0.18,URBAN SERVICES DISTRICT,21500.0,77000.0,100000.0,1965,3,1,1,38860
52501,133 16 0 009.00,SINGLE FAMILY,308 VERBENA  DR, NASHVILLE,0.58,URBAN SERVICES DISTRICT,21500.0,75500.0,111500.0,1959,2,1,0,38897
1497,133 16 0 043.00,SINGLE FAMILY,4846  ASTER DR, NASHVILLE,0.36,URBAN SERVICES DISTRICT,21500.0,74900.0,96400.0,1959,2,1,0,38898
27508,133 16 0 046.00,SINGLE FAMILY,4852  ASTER DR, NASHVILLE,0.28,URBAN SERVICES DISTRICT,21500.0,100400.0,123800.0,1955,2,2,0,38899
30175,133 16 0 046.00,SINGLE FAMILY,4852  ASTER DR, NASHVILLE,0.28,URBAN SERVICES DISTRICT,21500.0,100400.0,123800.0,1955,2,2,0,38899
41296,133 16 0 054.00,SINGLE FAMILY,4868  ASTER DR, NASHVILLE,0.28,URBAN SERVICES DISTRICT,21500.0,75400.0,96900.0,1959,3,1,0,38901
24401,133 16 0 059.00,SINGLE FAMILY,323  TAMPA DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,21500.0,84600.0,106100.0,1961,3,1,1,38902
46098,133 16 0 075.00,SINGLE FAMILY,301  TAMPA DR, NASHVILLE,0.21,URBAN SERVICES DISTRICT,21500.0,56900.0,80200.0,1962,3,1,0,38903
10242,133 16 0 098.00,SINGLE FAMILY,4819  CITRUS DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,76500.0,100200.0,1962,3,1,0,38904
12767,133 16 0 098.00,SINGLE FAMILY,4819  CITRUS DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,76500.0,100200.0,1962,3,1,0,38904
44556,133 16 0 099.00,SINGLE FAMILY,4817  CITRUS DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,21500.0,107200.0,128700.0,1961,3,2,0,38906
52502,133 16 0 099.00,SINGLE FAMILY,4817 CITRUS  DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,21500.0,107200.0,128700.0,1961,3,2,0,38906
37284,133 16 0 111.00,SINGLE FAMILY,4800  CITRUS DR, NASHVILLE,0.21,URBAN SERVICES DISTRICT,21500.0,83300.0,104800.0,1961,3,1,0,38908
9368,133 16 0 115.00,SINGLE FAMILY,292  PENFIELD DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,21500.0,74800.0,96300.0,1961,3,1,0,38909
46099,133 16 0 122.00,SINGLE FAMILY,297  PENFIELD DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,21500.0,71600.0,102800.0,1961,3,1,0,38910
23326,133 16 0 123.00,SINGLE FAMILY,295  PENFIELD DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,57600.0,79100.0,1963,3,1,0,38911
38866,133 16 0 124.00,SINGLE FAMILY,293  PENFIELD DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,72600.0,94100.0,1963,3,1,0,38912
1498,133 16 0 128.00,SINGLE FAMILY,296  GARRY DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,21500.0,74800.0,107600.0,1961,3,2,0,38913
10243,133 16 0 129.00,SINGLE FAMILY,298  GARRY DR, NASHVILLE,0.29,URBAN SERVICES DISTRICT,21500.0,83900.0,107600.0,1961,3,1,0,38914
22058,133 16 0 135.00,SINGLE FAMILY,289  GARRY DR, NASHVILLE,0.19,URBAN SERVICES DISTRICT,21500.0,58500.0,83200.0,1962,3,1,0,38915
42594,133 16 0 137.00,SINGLE FAMILY,292  SPARTAN DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,73000.0,94500.0,1962,3,1,0,38916
20545,133 16 0 144.00,SINGLE FAMILY,4818  CITRUS DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,21500.0,129500.0,151000.0,1961,4,2,0,38917
28785,133 16 0 144.00,SINGLE FAMILY,4818  CITRUS DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,21500.0,129500.0,151000.0,1961,4,2,0,38917
28786,133 16 0 152.00,SINGLE FAMILY,296  PARAGON MILLS RD, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,79900.0,101400.0,1976,3,1,1,38919
11371,133 16 0 162.00,SINGLE FAMILY,4879  JONQUIL DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,21500.0,78400.0,99900.0,1966,3,1,0,38920
12768,133 16 0 188.00,SINGLE FAMILY,4879  SHASTA DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,115000.0,136500.0,1967,3,1,1,38921
17585,133 16 0 195.00,SINGLE FAMILY,4854  SHASTA DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,21500.0,90000.0,111500.0,1968,3,1,1,38922
33906,133 16 0 203.00,SINGLE FAMILY,4882  SHASTA DR, NASHVILLE,0.21,URBAN SERVICES DISTRICT,21500.0,101000.0,122500.0,1968,3,1,1,38924
19042,133 16 0 223.00,SINGLE FAMILY,4824  BLUE SPRING DR, NASHVILLE,0.34,URBAN SERVICES DISTRICT,21500.0,124800.0,150200.0,1983,3,3,0,38926
10244,133 16 0 229.00,SINGLE FAMILY,4821  BLUE SPRING DR, NASHVILLE,0.37,URBAN SERVICES DISTRICT,21500.0,88500.0,110000.0,1983,2,1,0,38927
25457,134 01 0 008.00,SINGLE FAMILY,515  BEL AIR DR, NASHVILLE,0.68,URBAN SERVICES DISTRICT,23000.0,76400.0,123300.0,1955,2,1,0,39092
11127,134 01 0 010.00,SINGLE FAMILY,505  BEL AIR DR, NASHVILLE,0.8,URBAN SERVICES DISTRICT,23000.0,72700.0,98200.0,1955,2,1,0,39093
35362,134 01 0 036.01,SINGLE FAMILY,507  CATALINA DR, NASHVILLE,0.49,URBAN SERVICES DISTRICT,23000.0,148800.0,171800.0,1962,4,2,1,39100
15905,134 01 0 051.00,SINGLE FAMILY,3523  MCGAVOCK PIKE, NASHVILLE,0.66,URBAN SERVICES DISTRICT,23000.0,115200.0,138200.0,1955,3,2,0,39104
10101,134 01 0 053.00,SINGLE FAMILY,601  BEL AIR DR, NASHVILLE,0.66,URBAN SERVICES DISTRICT,23000.0,82000.0,105000.0,1955,3,1,0,39105
42595,134 05 0 030.00,SINGLE FAMILY,3517  DONNA KAY DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,78700.0,100200.0,1983,3,1,0,39115
33909,134 05 0 031.00,SINGLE FAMILY,3513  DONNA KAY DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,85700.0,107200.0,1982,3,1,0,39116
19045,134 05 0 035.00,SINGLE FAMILY,805  REISCHA CT, NASHVILLE,0.28,URBAN SERVICES DISTRICT,21500.0,100700.0,122200.0,1981,3,1,0,39117
47786,134 09 0 019.00,SINGLE FAMILY,3909 ECKHART  DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,21500.0,94900.0,116400.0,1978,3,2,0,39119
49558,134 09 0 028.00,SINGLE FAMILY,3605 DONNA KAY  DR, NASHVILLE,0.29,URBAN SERVICES DISTRICT,21500.0,149000.0,170500.0,1989,3,3,0,39120
44557,134 09 0 031.00,SINGLE FAMILY,3528  DONNA KAY DR, NASHVILLE,0.28,URBAN SERVICES DISTRICT,21500.0,139300.0,161700.0,1980,4,2,0,39121
28787,134 09 0 035.00,SINGLE FAMILY,3980  ATKINS DR, NASHVILLE,0.25,URBAN SERVICES DISTRICT,21500.0,97400.0,118900.0,1990,3,2,0,39122
22064,134 09 0 038.00,SINGLE FAMILY,3968  ATKINS DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,98200.0,119700.0,1990,2,2,0,39123
22065,134 09 0 046.00,SINGLE FAMILY,3957  ATKINS DR, NASHVILLE,0.24,URBAN SERVICES DISTRICT,21500.0,87700.0,109200.0,1994,3,2,0,39124
17586,134 09 0 066.00,SINGLE FAMILY,4032  SCOTWOOD DR, NASHVILLE,0.29,URBAN SERVICES DISTRICT,21500.0,91000.0,112500.0,1989,3,2,0,39125
22066,134 09 0 073.00,SINGLE FAMILY,3637  DONNA KAY DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,86600.0,108100.0,1988,3,2,0,39126
14981,134 09 0 090.00,SINGLE FAMILY,3504  PARAGON DR, NASHVILLE,0.24,URBAN SERVICES DISTRICT,21500.0,128900.0,150400.0,1988,3,2,0,39127
6350,134 09 0 091.00,SINGLE FAMILY,3500  PARAGON DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,104900.0,126400.0,1988,3,2,0,39128
32066,134 09 0 094.00,SINGLE FAMILY,3628  DONNA KAY DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,73700.0,95200.0,1988,2,2,0,39129
11372,134 09 0 097.00,SINGLE FAMILY,3640  DONNA KAY DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,72000.0,93500.0,1988,2,1,0,39130
27510,134 09 0 106.00,SINGLE FAMILY,605  REISCHA SUE LN, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,100600.0,122100.0,1990,3,2,0,39131
12012,134 09 0 109.00,SINGLE FAMILY,4721  REISCHA DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,123000.0,144500.0,1990,3,2,0,39132
49559,134 09 0 109.00,SINGLE FAMILY,4721 REISCHA  DR, NASHVILLE,0.26,URBAN SERVICES DISTRICT,21500.0,123000.0,144500.0,1990,3,2,0,39132
12805,134 09 0 112.00,SINGLE FAMILY,4728  REISCHA DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,80200.0,101700.0,1993,3,2,0,39134
12013,134 09 0 113.00,SINGLE FAMILY,4724  REISCHA DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,74300.0,95800.0,1992,3,2,0,39135
22067,134 09 0 114.00,SINGLE FAMILY,4720  REISCHA DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,77300.0,98800.0,1991,2,2,0,39136
12806,134 09 0 117.00,SINGLE FAMILY,505  REISCHA SUE CIR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,114200.0,135700.0,1990,3,3,0,39137
55369,134 09 0 126.00,SINGLE FAMILY,3537 PARAGON  DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,85600.0,107100.0,1997,3,2,0,39138
32067,134 09 0 128.00,SINGLE FAMILY,3545  PARAGON DR, NASHVILLE,0.24,URBAN SERVICES DISTRICT,21500.0,102600.0,124100.0,1997,3,2,0,39139
17587,134 09 0 130.00,SINGLE FAMILY,3405  BRUNER CT, NASHVILLE,0.24,URBAN SERVICES DISTRICT,21500.0,91500.0,113000.0,1997,3,2,0,39140
1499,134 09 0 134.00,SINGLE FAMILY,3421  BRUNER CT, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,105300.0,127000.0,1993,3,2,0,39142
32068,134 09 0 147.00,SINGLE FAMILY,3508  PARAGON DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,91600.0,113100.0,1996,3,2,0,39143
22068,134 13 0 003.00,SINGLE FAMILY,287  PARAGON MILLS RD, NASHVILLE,0.25,URBAN SERVICES DISTRICT,21500.0,75300.0,96800.0,1960,2,1,0,39150
14,134 13 0 004.00,SINGLE FAMILY,285  PARAGON MILLS RD, NASHVILLE,0.25,URBAN SERVICES DISTRICT,21500.0,81700.0,103200.0,1960,2,1,1,39151
3789,134 13 0 037.01,SINGLE FAMILY,276  GARRY DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,65300.0,86800.0,1962,3,1,0,39152
42596,134 13 0 039.00,SINGLE FAMILY,280  GARRY DR, NASHVILLE,0.23,URBAN SERVICES DISTRICT,21500.0,80300.0,101800.0,1961,3,1,0,39153
53821,134 13 0 043.00,SINGLE FAMILY,288 GARRY  DR, NASHVILLE,0.22,URBAN SERVICES DISTRICT,21500.0,72400.0,94700.0,1960,3,1,0,39154
55370,134 13 0 056.00,SINGLE FAMILY,4808 LEXINGTON  DR, NASHVILLE,0.18,URBAN SERVICES DISTRICT,21500.0,60100.0,81600.0,1961,3,1,0,39155
30184,134 13 0 076.00,SINGLE FAMILY,261  EISENHOWER DR, NASHVILLE,0.21,URBAN SERVICES DISTRICT,21500.0,92100.0,113600.0,1962,3,1,1,39156
15,134 13 0 077.00,SINGLE FAMILY,259  EISENHOWER DR, NASHVILLE,0.27,URBAN SERVICES DISTRICT,21500.0,92000.0,116300.0,1962,4,1,1,39157
38869,134 13 0 090.00,SINGLE FAMILY,250  EISENHOWER DR, NASHVILLE,0.2,URBAN SERVICES DISTRICT,21500.0,78600.0,100100.0,1962,3,1,1,39158
